key,name,party,person_id,birthdate,year,income_rub,real_estate_sqm,vehicles,sanctions
afonin_y,Афонин Юрий Вячеславович,КПРФ,12,22.03.1977,2010,11192197,865.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
afonin_y,Афонин Юрий Вячеславович,КПРФ,12,22.03.1977,2009,1975954,715.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
afonin_y,Афонин Юрий Вячеславович,КПРФ,12,22.03.1977,2006,828664,21.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2024,14363258,262.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2023,10335713,36.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2022,8130867,262.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2021,7032979,304.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2020,6731951,304.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2019,6304389,304.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2018,5484038,304.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2017,5886907,641.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2016,5270722,641.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2015,5448622,641.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2014,4680946,641.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2013,3193634,641.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2012,2299414,641.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2011,4587626,641.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2010,2041698,600.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2010,2104543,641.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2009,1958596,788.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
aksakov_a,Аксаков Анатолий Геннадьевич,СРЗП,33,28.11.1957,2006,1375684,677.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
avksentieva_s,Авксентьева Сардана Владимировна,Новые Люди,135486,02.07.1970,2022,6039842,393.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
avksentieva_s,Авксентьева Сардана Владимировна,Новые Люди,135486,02.07.1970,2021,3550320,393.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
avksentieva_s,Авксентьева Сардана Владимировна,Новые Люди,135486,02.07.1970,2020,5047427,715.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
avksentieva_s,Авксентьева Сардана Владимировна,Новые Люди,135486,02.07.1970,2019,3979521,493.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
avksentieva_s,Авксентьева Сардана Владимировна,Новые Люди,135486,02.07.1970,2018,13457317,475.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
davankov_v,Даванков Владислав Андреевич,Новые Люди,399390,25.02.1984,2023,76915250,695.0,2,"Австралия, Бельгия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
davankov_v,Даванков Владислав Андреевич,Новые Люди,399390,25.02.1984,2022,9622304,695.0,2,"Австралия, Бельгия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
davankov_v,Даванков Владислав Андреевич,Новые Люди,399390,25.02.1984,2021,5088795,695.0,2,"Австралия, Бельгия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
davankov_v,Даванков Владислав Андреевич,Новые Люди,399390,25.02.1984,2020,5970564,695.0,1,"Австралия, Бельгия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2024,11466179,563.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2023,10384070,482.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2022,6522008,506.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2021,30990404,201.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2020,39341462,201.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2019,32435644,201.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2018,28570637,201.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2017,38825163,201.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2016,28770357,107.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2015,18362770,107.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2014,19315779,101.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2013,29254260,995.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2012,30786169,994.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2011,47005407,61.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2010,10703400,233.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2010,10703400,20.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2009,15823810,82.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
gartung_v,Гартунг Валерий Карлович,СРЗП,40,12.11.1960,2006,2391409,480.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Украина, Франция, Швейцария, Япония"
goryacheva_k,Горячева Ксения Александровна,Новые Люди,399306,16.05.1996,2021,1612946,681.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
goryacheva_k,Горячева Ксения Александровна,Новые Люди,399306,16.05.1996,2020,611600,681.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
goryacheva_k,Горячева Ксения Александровна,Новые Люди,399306,16.05.1996,2020,611600,681.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
grudinin_p,Грудинин Павел Николаевич,КПРФ,21056,20.10.1960,2017,157413983,160.0,2,
grudinin_p,Грудинин Павел Николаевич,КПРФ,21056,20.10.1960,2009,10250025,101.0,1,
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2021,5754447,362.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2020,5611778,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2019,5445975,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2018,4870390,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2017,4677963,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2016,1516175,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2015,399227,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2015,399227,115.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2015,399227,115.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2014,700638,115.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
kurinny_a,Куринный Алексей Владимирович,КПРФ,15050,18.01.1974,2013,911663,0.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
leonov_o,Леонов Олег Юрьевич,Новые Люди,399383,10.09.1970,2021,3398457,430.0,2,"Австралия, Бельгия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2021,7332735,881.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2020,7227755,585.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2020,7227755,585.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2020,7227755,881.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2019,7555269,881.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2018,4641666,588.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2017,4548962,442.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2016,13646051,755.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2015,10830560,755.0,2,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2014,30572888,755.0,3,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2013,2477235,989.0,3,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2012,1999939,368.0,3,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2011,103167942,0.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2010,1961840,500.0,0,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2010,1961840,0.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2009,1958596,892.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
lugovoy_a,Луговой Андрей Константинович,ЛДПР,95,19.09.1966,2006,3420000,378.0,1,"Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2021,2978894,800.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2020,2017031,800.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2019,1797819,800.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2018,1407330,230.0,3,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2017,990380,774.0,4,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2017,990380,766.0,6,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2016,1339224,576.0,0,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2015,1592699,136.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2015,1645567,445.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2015,1592699,136.0,2,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2014,1668657,445.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2012,1719536,402.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
matveev_m,Матвеев Михаил Николаевич,КПРФ,14238,13.05.1968,2011,1583445,402.0,1,"Австралия, Великобритания, Европейский союз, Канада, Новая Зеландия, Соединенные Штаты Америки, Франция, Швейцария, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2021,6702112,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2020,6637504,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2019,6296390,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2018,5723669,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2017,5214557,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2016,5175324,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2015,5334387,600.0,1,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2015,5334387,600.0,1,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2015,5334387,600.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2014,4288009,0.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2013,2900941,0.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2012,2337305,0.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2012,2337306,0.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
melnikov_i,Мельников Иван Иванович,КПРФ,30,07.08.1950,2011,2252060,0.0,0,"Монако, Европейский союз, Соединенные Штаты Америки, Австралия, Великобритания, Франция, Новая Зеландия, Швейцария, Канада, Украина, Япония"
